Latitude,Longitude
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
4122.3270,07205.9783
